client_name,brand_name,week,campaign_type,primary_search_strategy,spend,impressions,clicks,attributed_sales,sales
KIND,KIND,8/4/2019,sponsoredProducts,Auto,3979.78,1721289,2241,11956.41,712841.36
KIND,KIND,8/4/2019,sponsoredProducts,Branded,13473,1148104,5586,49151.11,712841.36
KIND,KIND,8/4/2019,sponsoredProducts,Category,15037.08,1656055,4673,31984.02,712841.36
KIND,KIND,8/4/2019,sponsoredProducts,Competitive,939.85,343366,321,1233.24,712841.36
Nature's Path,Nature's Path,12/27/2020,sponsoredBrands,Branded,141.88,17785,160,1683.03,186477.06
Nature's Path,Nature's Path,12/27/2020,sponsoredBrands,Category,347.52,72350,198,716.53,186477.06
Nature's Path,Nature's Path,12/27/2020,sponsoredProducts,Auto,515.72,159155,341,1532.64,186477.06
Nature's Path,Nature's Path,12/27/2020,sponsoredProducts,Branded,453.21,70638,228,1690.87,186477.06
Nature's Path,Nature's Path,12/27/2020,sponsoredProducts,Category,835.05,102098,410,2207.24,186477.06
Nature's Path,Nature's Path,4/11/2021,sponsoredBrands,Branded,140.3,6323,111,987,369628.77
Nature's Path,Nature's Path,4/11/2021,sponsoredBrands,Category,452.73,76345,194,965.8,369628.77
Nature's Path,Nature's Path,4/11/2021,sponsoredBrandsVideo,Branded,0,0,0,0,369628.77
Nature's Path,Nature's Path,4/11/2021,sponsoredProducts,Auto,667.48,213905,425,1631.83,369628.77
Nature's Path,Nature's Path,4/11/2021,sponsoredProducts,Branded,350.93,176523,402,2684.8,369628.77
Nature's Path,Nature's Path,4/11/2021,sponsoredProducts,Category,740,381672,729,1830.92,369628.77
Nature's Path,Nature's Path,1/26/2020,sponsoredBrands,Branded,51.66,1600,35,171.33,111311.68
Nature's Path,Nature's Path,1/26/2020,sponsoredBrands,Category,0,0,0,0,111311.68
Nature's Path,Nature's Path,1/26/2020,sponsoredProducts,Auto,383.61,227517,506,1556.78,111311.68
Nature's Path,Nature's Path,1/26/2020,sponsoredProducts,Branded,628.86,117867,492,4272.42,111311.68
Nature's Path,Nature's Path,1/26/2020,sponsoredProducts,Category,661.51,207811,519,1278.52,111311.68
Nature's Path,Nature's Path,1/26/2020,sponsoredProducts,Competitive,3.87,5489,2,0,111311.68
KIND,KIND,9/5/2021,sponsoredBrands,Branded,360.52,80046,208,2444.63,1461995.63
KIND,KIND,9/5/2021,sponsoredBrands,Category,1614.63,292650,503,1106.02,1461995.63
KIND,KIND,9/5/2021,sponsoredBrands,Competitive,0,0,0,0,1461995.63
KIND,KIND,9/5/2021,sponsoredBrands,Uncategorized,0,0,0,0,1461995.63
KIND,KIND,9/5/2021,sponsoredBrandsVideo,Branded,0,0,0,0,1461995.63
KIND,KIND,9/5/2021,sponsoredBrandsVideo,Category,890.56,123854,518,1446.44,1461995.63
KIND,KIND,9/5/2021,sponsoredBrandsVideo,Competitive,0,0,0,0,1461995.63
KIND,KIND,9/5/2021,sponsoredDisplay,Category,415.75,117881,164,573,1461995.63
KIND,KIND,9/5/2021,sponsoredProducts,Auto,221.07,317263,326,985.91,1461995.63
KIND,KIND,9/5/2021,sponsoredProducts,Branded,13142.86,944341,6736,66541.88,1461995.63
KIND,KIND,9/5/2021,sponsoredProducts,Category,10355.22,3991666,3586,12722.43,1461995.63
KIND,KIND,9/5/2021,sponsoredProducts,Competitive,10.75,13484,10,23.55,1461995.63
KIND,KIND,9/5/2021,sponsoredProducts,Uncategorized,0,0,0,0,1461995.63
Nature's Path,Nature's Path,1/10/2021,sponsoredBrands,Branded,185.35,24178,242,2193.73,199034.34
Nature's Path,Nature's Path,1/10/2021,sponsoredBrands,Category,513.8,121433,336,1392,199034.34
Nature's Path,Nature's Path,1/10/2021,sponsoredProducts,Auto,503.82,138484,323,1935.97,199034.34
Nature's Path,Nature's Path,1/10/2021,sponsoredProducts,Branded,503.91,80495,297,2874.09,199034.34
Nature's Path,Nature's Path,1/10/2021,sponsoredProducts,Category,969.92,116217,460,3113.82,199034.34
Nature's Path,Nature's Path,6/20/2021,sponsoredBrands,Branded,202.75,11076,177,1382.15,358808.99
Nature's Path,Nature's Path,6/20/2021,sponsoredBrands,Category,348.63,60485,146,652.3,358808.99
Nature's Path,Nature's Path,6/20/2021,sponsoredBrandsVideo,Branded,0,0,0,0,358808.99
Nature's Path,Nature's Path,6/20/2021,sponsoredProducts,Auto,466.46,149871,302,967.4,358808.99
Nature's Path,Nature's Path,6/20/2021,sponsoredProducts,Branded,600.94,215149,477,3928.47,358808.99
Nature's Path,Nature's Path,6/20/2021,sponsoredProducts,Category,539.54,124100,348,853.33,358808.99
Nature's Path,Nature's Path,6/20/2021,sponsoredProducts,Product Targeting,3.15,463,2,0,358808.99
KIND,KIND,11/1/2020,sponsoredBrands,Branded,5490.04,213891,1269,8358.58,951213.94
KIND,KIND,11/1/2020,sponsoredBrands,Category,22333.6,3209253,3300,3459.85,951213.94
KIND,KIND,11/1/2020,sponsoredBrands,Competitive,0,0,0,0,951213.94
KIND,KIND,11/1/2020,sponsoredBrands,Uncategorized,0,0,0,0,951213.94
KIND,KIND,11/1/2020,sponsoredBrandsVideo,Branded,0,0,0,0,951213.94
KIND,KIND,11/1/2020,sponsoredBrandsVideo,Category,0,0,0,0,951213.94
KIND,KIND,11/1/2020,sponsoredBrandsVideo,Competitive,0,0,0,0,951213.94
KIND,KIND,11/1/2020,sponsoredProducts,Auto,1553.88,1531140,855,2243.79,951213.94
KIND,KIND,11/1/2020,sponsoredProducts,Branded,11963.52,2168560,4437,36620.07,951213.94
KIND,KIND,11/1/2020,sponsoredProducts,Category,26104.8,5313945,6046,20064.17,951213.94
KIND,KIND,11/1/2020,sponsoredProducts,Competitive,50.64,26984,44,134.5,951213.94
KIND,KIND,10/7/2018,sponsoredBrands,Branded,2426.75,86804,882,8513.9,705749.94
KIND,KIND,10/7/2018,sponsoredBrands,Category,4464.84,258639,1092,6350.21,705749.94
KIND,KIND,10/7/2018,sponsoredBrands,Competitive,348.34,59753,123,223.75,705749.94
KIND,KIND,10/7/2018,sponsoredBrands,Uncategorized,302.15,49889,183,436.69,705749.94
KIND,KIND,10/7/2018,sponsoredProducts,Auto,1627,1397170,1405,5213.58,705749.94
KIND,KIND,10/7/2018,sponsoredProducts,Branded,11351.3,1473292,7173,77143.45,705749.94
KIND,KIND,10/7/2018,sponsoredProducts,Category,17387.29,4124896,6135,34939.64,705749.94
KIND,KIND,10/7/2018,sponsoredProducts,Competitive,1953.76,713788,615,2016,705749.94
KIND,KIND,10/7/2018,sponsoredProducts,Uncategorized,258.14,212470,433,1702.34,705749.94
Nature's Path,Nature's Path,8/26/2018,sponsoredProducts,Auto,281.07,303202,335,757.5,74250.22
Nature's Path,Nature's Path,8/26/2018,sponsoredProducts,Branded,186.3,22043,198,1280.93,74250.22
Nature's Path,Nature's Path,8/26/2018,sponsoredProducts,Category,571.94,201479,351,930.05,74250.22
Nature's Path,Nature's Path,8/26/2018,sponsoredProducts,Competitive,77.1,36277,56,141.43,74250.22
Nature's Path,Nature's Path,8/26/2018,sponsoredProducts,Uncategorized,3801.68,573460,2084,9971.53,74250.22
KIND,KIND,9/29/2019,sponsoredBrands,Branded,2268.96,90365,745,7115.15,868206.22
KIND,KIND,9/29/2019,sponsoredBrands,Category,3072.56,282348,898,4930.1,868206.22
KIND,KIND,9/29/2019,sponsoredBrands,Competitive,34.05,31531,51,76.29,868206.22
KIND,KIND,9/29/2019,sponsoredBrands,Uncategorized,0,0,0,0,868206.22
KIND,KIND,9/29/2019,sponsoredProducts,Auto,3962.3,1190221,2639,14024.62,868206.22
KIND,KIND,9/29/2019,sponsoredProducts,Branded,11096.13,1141146,5403,48573.11,868206.22
KIND,KIND,9/29/2019,sponsoredProducts,Category,27356.59,2694593,8760,54720.43,868206.22
KIND,KIND,9/29/2019,sponsoredProducts,Competitive,1195.24,360896,523,2922.18,868206.22
Nature's Path,Nature's Path,10/11/2020,sponsoredBrands,Branded,485.27,30566,338,2233.76,183194.88
Nature's Path,Nature's Path,10/11/2020,sponsoredBrands,Category,587.24,80897,212,780.16,183194.88
Nature's Path,Nature's Path,10/11/2020,sponsoredProducts,Auto,211.86,139227,231,787.45,183194.88
Nature's Path,Nature's Path,10/11/2020,sponsoredProducts,Branded,468.48,94741,279,2479.54,183194.88
Nature's Path,Nature's Path,10/11/2020,sponsoredProducts,Category,1061.41,178585,458,2495.49,183194.88
KIND,KIND,5/1/2022,sponsoredBrands,Branded,239.01,27359,212,2376.38,1913674.22
KIND,KIND,5/1/2022,sponsoredBrands,Category,162.41,23532,53,604.02,1913674.22
KIND,KIND,5/1/2022,sponsoredBrands,Competitive,0,0,0,0,1913674.22
KIND,KIND,5/1/2022,sponsoredBrands,Uncategorized,0,0,0,0,1913674.22
KIND,KIND,5/1/2022,sponsoredBrandsVideo,Branded,0,0,0,0,1913674.22
KIND,KIND,5/1/2022,sponsoredBrandsVideo,Category,2156.44,276668,816,2590.35,1913674.22
KIND,KIND,5/1/2022,sponsoredBrandsVideo,Competitive,0,0,0,0,1913674.22
KIND,KIND,5/1/2022,sponsoredProducts,Auto,132.58,268886,195,536.74,1913674.22
KIND,KIND,5/1/2022,sponsoredProducts,Branded,8263.57,757537,3165,39959.93,1913674.22
KIND,KIND,5/1/2022,sponsoredProducts,Category,3430.04,940488,1006,6780.94,1913674.22
KIND,KIND,5/1/2022,sponsoredProducts,Competitive,138.34,76104,30,216.61,1913674.22
Nature's Path,Nature's Path,12/13/2020,sponsoredBrands,Branded,179.16,11071,176,1708.06,179458.29
Nature's Path,Nature's Path,12/13/2020,sponsoredBrands,Category,273.87,44262,179,810.58,179458.29
Nature's Path,Nature's Path,12/13/2020,sponsoredProducts,Auto,585.17,246459,397,1699.09,179458.29
Nature's Path,Nature's Path,12/13/2020,sponsoredProducts,Branded,343.23,63936,170,1776.19,179458.29
Nature's Path,Nature's Path,12/13/2020,sponsoredProducts,Category,586.19,70641,265,2061.24,179458.29
KIND,KIND,1/16/2022,sponsoredBrands,Branded,2099.34,83876,633,4813.76,1570082.92
KIND,KIND,1/16/2022,sponsoredBrands,Category,886.85,128666,244,795.89,1570082.92
KIND,KIND,1/16/2022,sponsoredBrands,Competitive,0,0,0,0,1570082.92
KIND,KIND,1/16/2022,sponsoredBrands,Uncategorized,0,0,0,0,1570082.92
KIND,KIND,1/16/2022,sponsoredBrandsVideo,Branded,0,0,0,0,1570082.92
KIND,KIND,1/16/2022,sponsoredBrandsVideo,Category,1318.51,213254,706,1424.17,1570082.92
KIND,KIND,1/16/2022,sponsoredBrandsVideo,Competitive,0,0,0,0,1570082.92
KIND,KIND,1/16/2022,sponsoredDisplay,Category,141.76,26195,38,72,1570082.92
KIND,KIND,1/16/2022,sponsoredProducts,Auto,6.92,37630,41,0,1570082.92
KIND,KIND,1/16/2022,sponsoredProducts,Branded,11586.96,1007417,5265,72652.69,1570082.92
KIND,KIND,1/16/2022,sponsoredProducts,Category,6121.02,1804666,1242,5630.09,1570082.92
KIND,KIND,1/16/2022,sponsoredProducts,Competitive,2528.97,1080739,544,1733.42,1570082.92
KIND,KIND,1/16/2022,sponsoredProducts,Uncategorized,0,0,0,0,1570082.92
KIND,KIND,6/14/2020,sponsoredBrands,Branded,2475.85,90362,1567,23273.25,868685.69
KIND,KIND,6/14/2020,sponsoredBrands,Category,609.93,203284,276,817.64,868685.69
KIND,KIND,6/14/2020,sponsoredBrands,Competitive,161.77,49175,76,277.61,868685.69
KIND,KIND,6/14/2020,sponsoredBrands,Uncategorized,0,0,0,0,868685.69
KIND,KIND,6/14/2020,sponsoredProducts,Auto,1684.24,1192469,1770,4532.43,868685.69
KIND,KIND,6/14/2020,sponsoredProducts,Branded,13023.43,1072099,5109,56445.91,868685.69
KIND,KIND,6/14/2020,sponsoredProducts,Category,26271.53,4712038,6693,28936.91,868685.69
KIND,KIND,6/14/2020,sponsoredProducts,Competitive,921.37,346372,271,916.76,868685.69
Nature's Path,Nature's Path,6/17/2018,sponsoredProducts,Auto,383.38,364551,342,622.61,59817.82
Nature's Path,Nature's Path,6/17/2018,sponsoredProducts,Uncategorized,3332.06,599119,2048,9446.59,59817.82
KIND,KIND,12/9/2018,sponsoredBrands,Branded,4189.22,118201,993,12718.78,586628.74
KIND,KIND,12/9/2018,sponsoredBrands,Category,7999.59,995228,2250,7994.29,586628.74
KIND,KIND,12/9/2018,sponsoredBrands,Competitive,819.88,272620,321,419.41,586628.74
KIND,KIND,12/9/2018,sponsoredBrands,Uncategorized,NULL,NULL,NULL,NULL,586628.74
KIND,KIND,12/9/2018,sponsoredProducts,Auto,1488.78,850089,999,3223.82,586628.74
KIND,KIND,12/9/2018,sponsoredProducts,Branded,11366.19,802794,4265,49058.94,586628.74
KIND,KIND,12/9/2018,sponsoredProducts,Category,14608.64,2329266,4000,19297.94,586628.74
KIND,KIND,12/9/2018,sponsoredProducts,Competitive,1927.02,707627,630,1412.15,586628.74
Nature's Path,Nature's Path,9/22/2019,sponsoredBrands,Branded,0,0,0,0,98784.39
Nature's Path,Nature's Path,9/22/2019,sponsoredBrands,Category,54.31,1565,33,45.4,98784.39
Nature's Path,Nature's Path,9/22/2019,sponsoredProducts,Auto,487.47,318031,441,1139.98,98784.39
Nature's Path,Nature's Path,9/22/2019,sponsoredProducts,Branded,957.29,193990,702,4870.23,98784.39
Nature's Path,Nature's Path,9/22/2019,sponsoredProducts,Category,1690.16,376947,1092,2932.79,98784.39
Nature's Path,Nature's Path,9/22/2019,sponsoredProducts,Competitive,147.27,35691,83,87.93,98784.39
KIND,KIND,12/13/2020,sponsoredBrands,Branded,3393.62,272517,1433,8419.61,840248.9
KIND,KIND,12/13/2020,sponsoredBrands,Category,16371.48,2116289,2434,2923.62,840248.9
KIND,KIND,12/13/2020,sponsoredBrands,Competitive,0,0,0,0,840248.9
KIND,KIND,12/13/2020,sponsoredBrands,Uncategorized,0,0,0,0,840248.9
KIND,KIND,12/13/2020,sponsoredBrandsVideo,Branded,0,0,0,0,840248.9
KIND,KIND,12/13/2020,sponsoredBrandsVideo,Category,0,0,0,0,840248.9
KIND,KIND,12/13/2020,sponsoredBrandsVideo,Competitive,0,0,0,0,840248.9
KIND,KIND,12/13/2020,sponsoredProducts,Auto,4432.49,2665658,1782,5630.16,840248.9
KIND,KIND,12/13/2020,sponsoredProducts,Branded,10508.18,2161641,3541,25841.49,840248.9
KIND,KIND,12/13/2020,sponsoredProducts,Category,11190.14,2426360,2338,5918.52,840248.9
Nature's Path,Nature's Path,7/22/2018,sponsoredProducts,Auto,460.01,473096,401,630.42,60496.37
Nature's Path,Nature's Path,7/22/2018,sponsoredProducts,Uncategorized,3506.68,564150,2256,10010.73,60496.37
KIND,KIND,1/13/2019,sponsoredBrands,Branded,3547.87,139196,990,13907.06,660726.66
KIND,KIND,1/13/2019,sponsoredBrands,Category,3608.16,320847,924,3350.04,660726.66
KIND,KIND,1/13/2019,sponsoredBrands,Competitive,1682.04,322810,568,1375.82,660726.66
KIND,KIND,1/13/2019,sponsoredBrands,Uncategorized,0,0,0,0,660726.66
KIND,KIND,1/13/2019,sponsoredProducts,Auto,4734.45,559658,982,2667.54,660726.66
KIND,KIND,1/13/2019,sponsoredProducts,Branded,15588.77,957374,5769,68176.06,660726.66
KIND,KIND,1/13/2019,sponsoredProducts,Category,19741.96,2283922,4426,24535.63,660726.66
KIND,KIND,1/13/2019,sponsoredProducts,Competitive,5990.78,1166008,1027,3755.84,660726.66
KIND,KIND,1/12/2020,sponsoredBrands,Branded,4486.17,137115,1775,20002.16,808035.52
KIND,KIND,1/12/2020,sponsoredBrands,Category,2232.7,727606,1115,2304,808035.52
KIND,KIND,1/12/2020,sponsoredBrands,Competitive,743.58,223114,333,876.29,808035.52
KIND,KIND,1/12/2020,sponsoredBrands,Uncategorized,0,0,0,0,808035.52
KIND,KIND,1/12/2020,sponsoredProducts,Auto,3753.88,2155342,2961,10114.77,808035.52
KIND,KIND,1/12/2020,sponsoredProducts,Branded,21769.14,2131673,10359,105131.79,808035.52
KIND,KIND,1/12/2020,sponsoredProducts,Category,34550.51,5226190,10357,30128.63,808035.52
KIND,KIND,1/12/2020,sponsoredProducts,Competitive,2208.22,887649,740,2099.11,808035.52
Nature's Path,Nature's Path,2/2/2020,sponsoredBrands,Branded,184.15,5313,110,700.41,119009.24
Nature's Path,Nature's Path,2/2/2020,sponsoredBrands,Category,0,0,0,0,119009.24
Nature's Path,Nature's Path,2/2/2020,sponsoredProducts,Auto,1161.53,786059,1422,4823,119009.24
Nature's Path,Nature's Path,2/2/2020,sponsoredProducts,Branded,1638.82,315745,1334,12566.15,119009.24
Nature's Path,Nature's Path,2/2/2020,sponsoredProducts,Category,1885.11,561778,1311,3807.19,119009.24
Nature's Path,Nature's Path,2/2/2020,sponsoredProducts,Competitive,70.19,25422,33,0,119009.24
Nature's Path,Nature's Path,5/1/2022,sponsoredBrands,Branded,117.3,5536,84,860.07,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredBrands,Category,73.52,10511,56,347.87,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredBrandsVideo,Branded,0,0,0,0,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredProducts,Auto,122.7,57731,79,340.3,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredProducts,Branded,411.81,126919,279,2724.72,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredProducts,Category,275.76,121335,300,2025.5,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredProducts,Product Targeting,2.04,138,2,0,395438.32
Nature's Path,Nature's Path,5/1/2022,sponsoredProducts,Uncategorized,0,0,0,0,395438.32
Nature's Path,Nature's Path,12/6/2020,sponsoredBrands,Branded,210.07,13041,185,1819.57,198671.71
Nature's Path,Nature's Path,12/6/2020,sponsoredBrands,Category,314.93,54448,173,631.18,198671.71
Nature's Path,Nature's Path,12/6/2020,sponsoredProducts,Auto,565.6,229349,347,1643.65,198671.71
Nature's Path,Nature's Path,12/6/2020,sponsoredProducts,Branded,318.15,86017,184,1546.52,198671.71
Nature's Path,Nature's Path,12/6/2020,sponsoredProducts,Category,651.23,96618,304,2299.18,198671.71
KIND,KIND,5/15/2022,sponsoredBrands,Branded,314.42,23037,249,2168.61,2497726.59
KIND,KIND,5/15/2022,sponsoredBrands,Category,253.56,18460,58,339.93,2497726.59
KIND,KIND,5/15/2022,sponsoredBrands,Competitive,0,0,0,0,2497726.59
KIND,KIND,5/15/2022,sponsoredBrands,Uncategorized,0,0,0,0,2497726.59
KIND,KIND,5/15/2022,sponsoredBrandsVideo,Branded,0,0,0,0,2497726.59
KIND,KIND,5/15/2022,sponsoredBrandsVideo,Category,664.09,82646,301,1205.82,2497726.59
KIND,KIND,5/15/2022,sponsoredBrandsVideo,Competitive,0,0,0,0,2497726.59
KIND,KIND,5/15/2022,sponsoredDisplay,Category,1.33,125,1,16,2497726.59
KIND,KIND,5/15/2022,sponsoredProducts,Auto,946.2,669007,467,781.21,2497726.59
KIND,KIND,5/15/2022,sponsoredProducts,Branded,4429.85,313080,1793,20798.44,2497726.59
KIND,KIND,5/15/2022,sponsoredProducts,Category,1508.02,357890,520,3446.99,2497726.59
KIND,KIND,5/15/2022,sponsoredProducts,Competitive,107.04,40073,21,28.44,2497726.59
Nature's Path,Nature's Path,2/24/2019,sponsoredBrands,Category,NULL,NULL,NULL,NULL,90408.98
Nature's Path,Nature's Path,2/24/2019,sponsoredProducts,Auto,321.87,228908,421,2203.03,90408.98
Nature's Path,Nature's Path,2/24/2019,sponsoredProducts,Branded,505.26,72632,475,3873.72,90408.98
Nature's Path,Nature's Path,2/24/2019,sponsoredProducts,Category,4062.95,722014,2205,8555.57,90408.98
Nature's Path,Nature's Path,2/24/2019,sponsoredProducts,Competitive,162.55,59517,86,250.69,90408.98
Nature's Path,Nature's Path,7/4/2021,sponsoredBrands,Branded,228.49,11577,194,1076.85,334413.84
Nature's Path,Nature's Path,7/4/2021,sponsoredBrands,Category,19.3,23405,12,38.64,334413.84
Nature's Path,Nature's Path,7/4/2021,sponsoredBrandsVideo,Branded,20.98,463,9,28.86,334413.84
Nature's Path,Nature's Path,7/4/2021,sponsoredProducts,Auto,367.84,158260,278,882.14,334413.84
Nature's Path,Nature's Path,7/4/2021,sponsoredProducts,Branded,597.3,208557,496,4506.58,334413.84
Nature's Path,Nature's Path,7/4/2021,sponsoredProducts,Category,729.91,170051,498,3152.04,334413.84
Nature's Path,Nature's Path,7/4/2021,sponsoredProducts,Product Targeting,8.26,956,8,19.96,334413.84
Nature's Path,Nature's Path,11/4/2018,sponsoredProducts,Auto,275.31,367861,395,942.54,76110.24
Nature's Path,Nature's Path,11/4/2018,sponsoredProducts,Branded,779.75,110643,679,6829.5,76110.24
Nature's Path,Nature's Path,11/4/2018,sponsoredProducts,Category,5815.22,604171,2160,9615.79,76110.24
Nature's Path,Nature's Path,11/4/2018,sponsoredProducts,Competitive,299.69,85160,133,173.49,76110.24
KIND,KIND,9/27/2020,sponsoredBrands,Branded,1473.7,85928,585,3601.15,911625.58
KIND,KIND,9/27/2020,sponsoredBrands,Category,854.79,134455,197,600.28,911625.58
KIND,KIND,9/27/2020,sponsoredBrands,Competitive,0,0,0,0,911625.58
KIND,KIND,9/27/2020,sponsoredBrands,Uncategorized,0,0,0,0,911625.58
KIND,KIND,9/27/2020,sponsoredBrandsVideo,Branded,0,0,0,0,911625.58
KIND,KIND,9/27/2020,sponsoredBrandsVideo,Category,0,0,0,0,911625.58
KIND,KIND,9/27/2020,sponsoredBrandsVideo,Competitive,0,0,0,0,911625.58
KIND,KIND,9/27/2020,sponsoredDisplay,Branded,NULL,NULL,NULL,NULL,911625.58
KIND,KIND,9/27/2020,sponsoredDisplay,Category,NULL,NULL,NULL,NULL,911625.58
KIND,KIND,9/27/2020,sponsoredDisplay,Competitive,NULL,NULL,NULL,NULL,911625.58
KIND,KIND,9/27/2020,sponsoredProducts,Auto,4988.4,3083264,2194,4520.62,911625.58
KIND,KIND,9/27/2020,sponsoredProducts,Branded,7909.4,1325838,3003,22170.2,911625.58
KIND,KIND,9/27/2020,sponsoredProducts,Category,27435.88,5705409,5648,33924.78,911625.58
KIND,KIND,9/27/2020,sponsoredProducts,Competitive,16.63,17440,16,29.96,911625.58
Nature's Path,Nature's Path,12/30/2018,sponsoredProducts,Auto,231.52,244303,365,1830.29,72470.4
Nature's Path,Nature's Path,12/30/2018,sponsoredProducts,Branded,724.48,101541,606,5269.16,72470.4
Nature's Path,Nature's Path,12/30/2018,sponsoredProducts,Category,4605.21,691007,1825,6880.47,72470.4
Nature's Path,Nature's Path,12/30/2018,sponsoredProducts,Competitive,226.15,66711,122,417.7,72470.4
KIND,KIND,3/21/2021,sponsoredBrands,Branded,1125.23,137826,534,4710.06,1795573.85
KIND,KIND,3/21/2021,sponsoredBrands,Category,0,0,0,0,1795573.85
KIND,KIND,3/21/2021,sponsoredBrands,Competitive,0,0,0,0,1795573.85
KIND,KIND,3/21/2021,sponsoredBrands,Uncategorized,0,0,0,0,1795573.85
KIND,KIND,3/21/2021,sponsoredBrandsVideo,Branded,0,0,0,0,1795573.85
KIND,KIND,3/21/2021,sponsoredBrandsVideo,Category,0,0,0,0,1795573.85
KIND,KIND,3/21/2021,sponsoredBrandsVideo,Competitive,0,0,0,0,1795573.85
KIND,KIND,3/21/2021,sponsoredProducts,Branded,3357.37,591219,1024,3436.97,1795573.85
KIND,KIND,3/21/2021,sponsoredProducts,Category,3049.03,403436,1037,1616.88,1795573.85
Nature's Path,Nature's Path,10/3/2021,sponsoredBrands,Branded,283.37,9307,163,862.78,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredBrands,Category,185.48,45275,93,377.17,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredBrandsVideo,Branded,2.85,138,2,0,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredProducts,Auto,399.7,205935,399,1486.19,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredProducts,Branded,534.73,229947,519,5772.58,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredProducts,Category,644,186620,545,2579.85,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredProducts,Product Targeting,2.24,288,1,0,372867.15
Nature's Path,Nature's Path,10/3/2021,sponsoredProducts,Uncategorized,0,0,0,0,372867.15
Nature's Path,Nature's Path,8/12/2018,sponsoredProducts,Auto,275.67,296551,311,535.56,68311.87
Nature's Path,Nature's Path,8/12/2018,sponsoredProducts,Uncategorized,5863.33,846250,3339,15197.61,68311.87
Nature's Path,Nature's Path,9/20/2020,sponsoredBrands,Branded,310.84,13191,211,1229.32,199199.77
Nature's Path,Nature's Path,9/20/2020,sponsoredBrands,Category,481.47,32870,202,1098.27,199199.77
Nature's Path,Nature's Path,9/20/2020,sponsoredProducts,Auto,54.11,34717,55,251.41,199199.77
Nature's Path,Nature's Path,9/20/2020,sponsoredProducts,Branded,359.71,87993,244,2252.12,199199.77
Nature's Path,Nature's Path,9/20/2020,sponsoredProducts,Category,803.76,117970,401,2555.95,199199.77
Nature's Path,Nature's Path,11/17/2019,sponsoredBrands,Branded,304.08,5848,173,1076.42,95321.24
Nature's Path,Nature's Path,11/17/2019,sponsoredBrands,Category,39.61,888,18,136.15,95321.24
Nature's Path,Nature's Path,11/17/2019,sponsoredProducts,Auto,537.59,308986,633,2763.6,95321.24
Nature's Path,Nature's Path,11/17/2019,sponsoredProducts,Branded,1393.66,209375,950,9695.64,95321.24
Nature's Path,Nature's Path,11/17/2019,sponsoredProducts,Category,3081.83,608092,1176,3207.39,95321.24
Nature's Path,Nature's Path,11/17/2019,sponsoredProducts,Competitive,382.31,156851,200,232.33,95321.24
Nature's Path,Nature's Path,3/7/2021,sponsoredBrands,Branded,137.73,8393,142,1023.2,399361.88
Nature's Path,Nature's Path,3/7/2021,sponsoredBrands,Category,408.89,63544,210,947.45,399361.88
Nature's Path,Nature's Path,3/7/2021,sponsoredBrandsVideo,Branded,0,0,0,0,399361.88
Nature's Path,Nature's Path,3/7/2021,sponsoredProducts,Auto,427.4,143500,281,1984.9,399361.88
Nature's Path,Nature's Path,3/7/2021,sponsoredProducts,Branded,75.09,20468,48,368.77,399361.88
Nature's Path,Nature's Path,3/7/2021,sponsoredProducts,Category,117.84,13697,58,313.14,399361.88
KIND,KIND,4/11/2021,sponsoredBrands,Branded,2920.19,187599,1552,18366.1,1678555.59
KIND,KIND,4/11/2021,sponsoredBrands,Category,7213.21,482089,1036,2007.67,1678555.59
KIND,KIND,4/11/2021,sponsoredBrands,Competitive,0,0,0,0,1678555.59
KIND,KIND,4/11/2021,sponsoredBrands,Uncategorized,0,0,0,0,1678555.59
KIND,KIND,4/11/2021,sponsoredBrandsVideo,Branded,0,0,0,0,1678555.59
KIND,KIND,4/11/2021,sponsoredBrandsVideo,Category,0,0,0,0,1678555.59
KIND,KIND,4/11/2021,sponsoredBrandsVideo,Competitive,0,0,0,0,1678555.59
KIND,KIND,4/11/2021,sponsoredProducts,Branded,3204.54,392433,1229,6558.01,1678555.59
KIND,KIND,4/11/2021,sponsoredProducts,Category,464.89,117081,278,1141.57,1678555.59
KIND,KIND,4/11/2021,sponsoredProducts,Competitive,63.59,30089,56,286.74,1678555.59
Nature's Path,Nature's Path,3/1/2020,sponsoredBrands,Branded,383.74,9467,227,1585.61,163115.66
Nature's Path,Nature's Path,3/1/2020,sponsoredBrands,Category,0,0,0,0,163115.66
Nature's Path,Nature's Path,3/1/2020,sponsoredProducts,Auto,1783.34,1207054,1977,7594.7,163115.66
Nature's Path,Nature's Path,3/1/2020,sponsoredProducts,Branded,2305.01,371225,1754,18992.25,163115.66
Nature's Path,Nature's Path,3/1/2020,sponsoredProducts,Category,3075.79,893588,2133,11056.94,163115.66
